wgi_glacier_id,lat,lon,glacier_name,max_elev
SU4Y03002232,74.55,57.82,232,630
SU4Y03002287,74.63,56.78,287,500
SU4Y03002300,73.92,56.55,300,700
SU4Y03002308,73.82,56.63,KRASNOVA,1000
SU4Y03002353,73.37,55.42,353,650
SU4Y03002370,73.48,55,370,680
SU4Y03002415,73.58,55.42,415,740
SU4Y03002478,73.97,55.62,478,670
SU4Y03002532,74.05,56.4,532,680
SU4Y03002547,74.1,56.58,547,800
SU4Y03002567,73.13,55.45,567,720
SU4Y03002573,73.12,55.03,573,870
SU4Y03002587,72.93,54.65,587,620
SU5A13206036,44.95,79.63,36,4045
SU5A13206061,45.05,79.72,61,3810
SU5A13206104,45,79.97,104,3844
SU5A13206118,45.05,80,118,4100
SU5A13206123,45.03,80.05,123,4260
SU5A13206203,45.15,80.45,203,3965
SU5A13207007,45.23,80.82,7,3780
SU5A13207040,45.18,81,40,3980
SU5A13207065,45.22,81.13,65,3600
SU5A13207086,45.28,81.32,86,3560
SU5A13207087,45.27,81.38,87,3320
SU5A13207097,45.3,81.43,97,3737
SU5A13207099,45.3,81.48,99,3480
SU5A15101006,47.07,85.5,6,3640
SU5A15101008,47.07,85.48,8,3650
SU5A15102006,49.13,86.85,6,3040
SU5A15102019,49.08,86.67,19,3100
SU5A15102027,49.05,86.55,27,2900
SU5A15103056,49.15,86.53,56,3160
SU5A15103063,49.13,86.58,63,3100
SU5A15103070,49.13,86.72,70,2970
SU5A15103089,49.15,87.05,89,3160
SU5A15103123,49.77,86.63,123,3170
SU5A15103127,49.75,86.63,127,2850
SU5A15104120,49.8,86.1,120,2700
SU5A15104202,49.87,86.52,202,3050
SU5A15105029,50.074,87.403,No 29,3450
SU5A15105054,49.948,87.352,No 54,3380
SU5A15105148,49.874,87.649,No 148,3650
SU5A15105163,49.9,87.583,No 163,3440
SU5A15105165,49.925,87.585,No 165,3440
SU5A15105178,49.837,87.51,No 178,3360
SU5A15105261,49.596,87.601,No 261,3320
SU5A15105297,49.567,86.839,No 297,3190
SU5A15105343,49.798,87.004,No 343,3320
SU5A15105398,49.937,86.828,No 398,3430
SU5A15106053,49.773,87.913,No 53,3600
SU5A15106080,49.85,87.857,No 80,3730
SU5A15106085,49.886,87.863,No 85,3590
SU5A15106106,49.914,87.818,No 106,3650
SU5A15106123,50.08,87.784,No 123,3420
SU5A15201037,54.014,88.979,No 37,1470
SU5A15201048,53.779,89.033,No 48,1880
SU5B16103006,53.83,96.17,VOLOGDINA,2500
SU5B16104005,51.02,89.4,5,3150
SU5B16104006,51.02,89.4,6,3150
SU5B16104053,50.6,89.65,53,3150
SU5B16104075,50.55,89.9,75,3450
SU5C16102011,75.874,107.581,No 11,910
SU5C16106021,69.75,92.25,21,1500
SU5D17301009,62.42,140.98,63A,2400
SU5D17301039,62.1,141.27,142,2510
SU5D17502024,68.33,128.62,24,2080
SU5D17502064,68.75,128.67,64,1780
SU5E17702057,65.18,145.88,57,2800
SU5E17702082,65.17,145.47,82,2400
SU5E17702092,64.9,145.43,92,2330
SU5E17702160,66.03,140.42,160,2400
SU5E17702163,66.05,140.35,163,2490
SU5E17703010,62.32,141.43,105A,2640
SU5E17703011,62.33,141.43,105,2800
SU5E17703022,62.48,141.43,74,2660
SU5E17703031,62.43,141.28,77,2790
SU5E17703043,62.53,140.88,49,2520
SU5E17703062,62.58,140.83,29,2750
SU5E17703064,62.65,140.78,25,2720
SU5E17703103,62.6,140.78,27,2600
SU5E19001058,71.23,179.47,No 58,350
SU5E19001081,71.12,-179.25,Lavinnyj,760
SU5E19001100,71.03,-179.12,No 100,620
SU5F19005035,62.958,176.82,N35,720
SU5F19005094,62.666,176.239,N94,680
SU5F19005A26,62.862,176.374,38s,840
SU5F19005A27,62.856,176.313,39s,850
SU5F20001042,62,170.92,42,1900
SU5F20001059,61.93,171.22,59,1800
SU5F20001207,61.77,171.47,207,1300
SU5F20001259,61.63,171.98,259,1140
SU5F20001277,61.63,172.25,277,920
SU5F20001376,61.57,171.97,376,1140
SU5F20001392,61.45,171.63,392,920
SU5F20001407,61.1,172.18,407,720
SU5F20001409,61.05,172.3,409,580
SU5F20001411,61.08,172.2,411,500
SU5F20001468,61,171.82,468,620
SU5F20001538,61.03,171.38,538,1230
SU5F20001545,61.07,171.57,545,1100
SU5F20001566,61.7,171.45,566,1600
SU5F20001573,61.8,171.38,573,1600
SU5F20001629,62.03,170.9,629,1460
SU5F20002311,56.72,159.57,311,2010
SU5F20002349,57.95,160.63,349,1840
SU5F20002361,58.18,160.82,361,1990
SU5F20002405,58.7,161.28,405,1020
SU5F20003101,56.67,161.3,101,2110
SU5F20003130,56.47,159.75,130,1740
SU5F20003145,55.87,160.58,145,3080
SU5F20004051,58.28,160.92,51,1270
SU5F20004079,57.9,160.63,79,1930
SU5F20004083,57.82,160.62,83,1350
SU5F20004089,57.7,160.47,89,1350
SU5F20004182,55.37,160.78,182,1620
SU5F20004203,54.83,161.68,203,900
SU5F20004247,53.6,159.13,247,2890
SU5F20004253,53.38,158.68,253,2000
SU5F20004276,53.87,158.23,276,1720
SU5F20004277,53.9,158.23,277,1620
SU5T09104070,43.17,41.82,70,3150
SU5T09104075,43.18,41.82,ACHAPARA,3210
SU5T09104102,43.18,42.02,GVANDRA,3200
SU5T09104120,43.2,42.12,120C,3180
SU5T09104132,43.1,42.05,KHARIKHARA ZAP.,3390
SU5T09105154,43.17,42.18,149C,3150
SU5T09105161,43.2,42.17,152,3300
SU5T09105219,43.12,42.55,CHARINDA SEV.,3450
SU5T09105256,43.1,42.78,237D,3450
SU5T09105267,43.12,42.93,241H,3900
SU5T09105310,42.92,42.62,272,3350
SU5T09106376,42.87,43.5,342,3620
SU5T09106405,42.55,43.92,383B,3390
SU5X13201006,42.88,76.38,6,4170
SU5X13201013,42.9,76.48,13,4000
SU5X13201051,43,76.82,51,4060
SU5X13201121,43.07,77.12,121,3990
SU5X13201149,43.07,77.2,149,4300
SU5X13201158,43.13,77.27,158,4130
SU5X13201193,43.15,77.43,193,4000
SU5X13202005,43.1,77.62,5,4180
SU5X13202013,43.07,77.55,13,4000
SU5X13202014,43.07,77.53,14,4000
SU5X13202058,43,77.32,58,4510
SU5X13202078,42.93,77.27,78,4630
SU5X13202095,42.93,77.42,95,4120
SU5X13202099,42.93,77.43,99,4060
SU5X13202137,42.97,77.68,137,3850
SU5X13204004,44.769,80.373,Ul'ken-Kazan,3900
SU5X13204010,44.826,80.274,Dvuyazychnyj,4192
SU5X13204022,44.786,80.091,Dzhlandy,4090
SU5X13204048,44.726,80.042,No 48,3850
SU5X13204089,44.58,80.32,No 89,4040
SU5X13204125,44.588,80.221,No 125,4280
SU5X13204153,44.559,80.032,No 153,3380
SU5X13204186,44.714,80.129,No 186,3565
SU5X13204259,44.683,79.723,Majlisaj,4090
SU5X13204265,44.648,79.75,Bajsaj,4060
SU5X13205051,44.702,79.587,No 51,3680
SU5X13205087,44.789,79.913,No 87,3820
SU5X13205212,44.926,79.116,No 212,3420
SU5X13205277,44.933,79.467,Altynsarin,3810
SU5X14101015,41.88,70.52,15,3700
SU5X14101043,42.03,70.96,43,3760
SU5X14101058,42.18,71.02,58,3960
SU5X14102045,42.19,71.26,45,4250
SU5X14102070,42.16,71.65,70,3700
SU5X14102073,42.04,71.91,73,4130
SU5X14102115,41.47,70.4,115,3620
SU5X14103024,41.86,71.68,24,3900
SU5X14103025,41.99,71.89,25,3960
SU5X14103037,42,72.01,37,3400
SU5X14103103,42.1,72.94,103,3780
SU5X14103120,41.92,73.85,120,3720
SU5X14103139,41.97,73.83,139,4010
SU5X14103152,42.01,73.7,152,3860
SU5X14103168,42.08,73.32,168,3700
SU5X14103246,42.42,74.57,246,4010
SU5X14103247,42.42,74.58,247,4000
SU5X14103273,42.3,74.73,273,4120
SU5X14103279,42.3,74.63,279,4130
SU5X14104037,41.65,76.3,37,4080
SU5X14104050,41.86,76.64,50,4000
SU5X14104073,41.9,76.77,73,4330
SU5X14104178,41.86,77.27,178,4240
SU5X14104264,41.85,77.55,264,4080
SU5X14104365,41.69,77.14,365,4160
SU5X14104439,41.59,76.61,439,4080
SU5X14105037,41.42,76.91,37,4200
SU5X14105080,41.4,77.11,80,4330
SU5X14105092,41.37,77.24,92,4460
SU5X14105100,41.44,77.22,100,4400
SU5X14105153,41.28,77.49,153,4600
SU5X14105160,41.33,77.47,160,4360
SU5X14105181,41.3,77.71,181,4900
SU5X14105191,41.33,77.75,191,4740
SU5X14105200,41.38,77.58,200,4440
SU5X14105227,41.47,77.54,227,4460
SU5X14105232,41.42,77.4,232,4480
SU5X14105272,41.4,77.72,272,4720
SU5X14105277,41.44,77.74,277,4710
SU5X14105351,41.78,78.13,351,4570
SU5X14105358,41.84,78.21,358,4840
SU5X14105370,41.92,78.27,370,4640
SU5X14105392,42,77.96,392,4680
SU5X14105396,41.96,77.92,396,4550
SU5X14105428,41.81,77.84,428,4440
SU5X14105437,41.82,77.9,437,4280
SU5X14105476,41.72,77.64,476,4320
SU5X14105527,41.53,77.14,527,4240
SU5X14105534,41.56,77.22,534,4620
SU5X14105551,41.55,77.02,551,4320
SU5X14106032,41.39,76.74,32,4100
SU5X14106054,41.38,76.93,54,4240
SU5X14106103,41.26,77.17,103,4440
SU5X14106123,41.24,77.09,123,4200
SU5X14106132,41.25,77.03,132,4280
SU5X14106160,41.09,76.14,160,4320
SU5X14106184,41.06,75.96,184,4340
SU5X14106215,40.96,75.7,215,4480
SU5X14107020,41.59,73.57,20,4120
SU5X14107025,41.55,73.53,25,4100
SU5X14107075,40.67,74.43,75,4700
SU5X14107098,40.62,74.69,98,4400
SU5X14107101,40.55,74.64,101,4720
SU5X14107121,40.53,74.88,121,4460
SU5X14107153,40.88,74.81,153,4320
SU5X14107195,40.92,74.85,195,4440
SU5X14108001,41.47,72.86,1,3920
SU5X14108016,41.52,73.21,16,3750
SU5X14108026,40.71,74.08,26,3920
SU5X14108028,40.71,74.06,28,4100
SU5X14108038,40.71,74.01,38,3880
SU5X14108075,40.58,74.54,75,4300
SU5X14108110,40.53,74.56,110,4400
SU5X14108130,40.5,74.6,130,4350
SU5X14108279,39.87,73.58,279,4500
SU5X14108291,39.95,73.27,291,4080
SU5X14109045,39.72,71.83,45,4400
SU5X14109053,39.73,71.9,53,4300
SU5X14109122,39.78,72.5,122,4750
SU5X14109130,39.78,72.52,130,4750
SU5X14109134,39.87,72.47,134,4500
SU5X14109149,39.82,72.3,149,4600
SU5X14109162,39.85,72.23,162,4400
SU5X14109182,39.85,72.35,182,4500
SU5X14109190,39.9,72.38,190,4900
SU5X14109236,40,72.63,236,4500
SU5X14109399,39.87,73.15,399,4400
SU5X14109412,39.95,73.23,412,4200
SU5X14110053,39.55,69.83,53,4250
SU5X14110167,39.68,70.53,167,5130
SU5X14110177,39.62,70.62,177,4400
SU5X14110211,39.65,70.75,211,3600
SU5X14110277,39.52,70.8,277,3400
SU5X14110295,39.47,70.85,295,5300
SU5X14110347,39.53,71.07,347,4120
SU5X14110386,39.58,71.42,386,4600
SU5X14110491,39.8,71.65,491,4400
SU5X14110517,39.85,71.87,517,4300
SU5X14111006,42.38,70.72,6,3700
SU5X14111009,42.35,70.74,9,3720
SU5X14111042,42.31,70.86,42,3600
SU5X14111074,42.1,70.47,74,3700
SU5X14201016,42.3,70.94,16,3700
SU5X14201024,42.26,71,24,3700
SU5X14201076,42.2,71.4,76,4000
SU5X14201132,42.17,72.5,132,3800
SU5X14201161,42.28,72.69,161,4100
SU5X14201164,42.27,72.69,164,4200
SU5X14201166,42.26,72.68,166,4100
SU5X14202032,42.42,73.5,32,4240
SU5X14202076,42.47,73.71,76,4100
SU5X14202078,42.47,73.72,78,4180
SU5X14202096,42.43,73.68,96,4050
SU5X14202106,42.34,73.65,106,3800
SU5X14202133,42.43,73.93,133,4120
SU5X14202156,42.37,74.1,156,3910
SU5X14202167,42.4,74.19,167,4050
SU5X14202326,42.49,74.77,326,4300
SU5X14202353,42.49,74.89,353,4200
SU5X14202376,42.44,74.99,376,4000
SU5X14202388,42.44,75.1,388,4200
SU5X14202393,42.49,75.13,393,4260
SU5X14202422,42.46,75.51,422,4030
SU5X14202451,42.43,75.66,451,4140
SU5X14203003,42.44,75.63,3,4000
SU5X14203046,42.42,74.83,46,4220
SU5X14203107,41.85,76.54,107,3900
SU5X14203147,41.98,75.89,147,4060
SU5X14203195,42.07,76.1,195,4080
SU5X14203204,42.1,76.11,204,4200
SU5X14204011,42.81,76.7,11,4280
SU5X14204015,42.8,76.73,15,4100
SU5X14204018,42.78,76.76,18,4362
SU5X14204041,42.82,76.94,41,4430
SU5X14204081,42.92,77.09,81,4020
SU5X14204084,42.94,77.11,84,4360
SU5X14204096,42.94,77.03,96,4390
SU5X14205017,41.99,76.49,17,4100
SU5X14205055,41.92,77.09,55,4130
SU5X14205132,41.88,77.69,132,4310
SU5X14205133,41.91,77.72,133,4610
SU5X14205136,41.92,77.71,136,4500
SU5X14205139,41.97,77.71,139,4650
SU5X14205160,42.04,77.79,160,4090
SU5X14205205,42,77.9,205,4390
SU5X14205206,42.01,77.92,206,4430
SU5X14205208,42.03,77.95,208,4170
SU5X14205213,42.04,77.99,213,4410
SU5X14205248,42.09,78.14,248,4110
SU5X14205254,42.08,78.19,254,4690
SU5X14205257,42.11,78.26,257,4750
SU5X14205258,42.12,78.25,258,4640
SU5X14205282,42.16,78.37,282,4430
SU5X14205302,42.33,78.41,302,3950
SU5X14205308,42.28,78.42,308,4070
SU5X14205345,42.27,78.56,345,4700
SU5X14205349,42.33,78.53,349,4270
SU5X14205357,42.33,78.55,357,4270
SU5X14205410,42.33,78.84,410,4400
SU5X14205457,42.37,78.98,457,4260
SU5X14205465,42.43,79.01,465,3920
SU5X14206016,41.79,78.43,16,4540
SU5X14206040,41.42,78.25,40,4509
SU5X14206043,41.4,78.26,43,4660
SU5X14206187,41.77,78.85,187,4500
SU5X14206197,41.78,78.89,197,4260
SU5X14206224,41.7,79.04,224,4802
SU5X14206229,41.74,79.03,229,4941
SU5X14207121,42.11,78.75,121,4200
SU5X14207136,42.1,78.85,136,4400
SU5X14207155,42.1,78.91,155,4300
SU5X14207198,42,78.79,198,4300
SU5X14207200,41.98,78.86,200,4300
SU5X14207231,42,78.56,231,4500
SU5X14207238,41.99,78.65,238,4640
SU5X14207261,42.06,78.52,261,4610
SU5X14207266,42.06,78.5,266,4520
SU5X14207277,42.11,78.56,277,4640
SU5X14207349,41.98,78.44,349,4920
SU5X14208164,42.26,79.48,164,4270
SU5X14208168,42.25,79.46,168,4200
SU5X14208178,42.24,79.4,178,4320
SU5X14208196,42.16,79.23,196,4700
SU5X14209035,42.22,79.71,35,4780
SU5X14209042,42.22,79.79,42,5580
SU5X14209086,42.2,80.08,86,6050
SU5X14209118,42.17,80.03,118,5420
SU5X14209134,42.16,80.21,134,6300
SU5X14209163,42.1,80.13,163,6180
SU5X14209271,42.09,79.42,271,4880
SU5X14209288,42.05,79.39,288,4600
SU5X14209323,42.03,79.66,323,5060
SU5X14209328,42.04,79.57,328,4800
SU5X14209340,41.94,79.21,340,4740
SU5X14209341,41.94,79.21,341,4200
SU5X14209387,41.93,79.8,387,4560
SU5X14210046,40.93,75.71,46,4400
SU5X14210055,40.99,75.86,55,4520
SU5X14210097,41.05,77.13,97,4480
SU5X14210098,41.06,77.14,98,4430
SU5X14210134,41.03,76.86,134,4100
SU5X14210163,41.14,78,163,4540
SU5X14210179,41.11,77.93,179,4380
SU5X14210185,41.08,77.91,185,5020
SU5X14210189,41.11,77.89,189,4340
SU5X14210232,41.09,77.58,232,4900
SU5X14210267,41.28,77.66,267,4600
SU5X14210290,41.3,77.87,290,4370
SU5X14210303,41.22,77.93,303,4300
SU5X14210314,41.38,77.92,314,3900
SU5X14210337,41.42,77.83,337,4400
SU5X14301015,39.52,69.37,15,4400
SU5X14301057,39.52,69.73,57,4640
SU5X14301096,39.48,69.93,96,4540
SU5X14301132,39.52,70.13,132,5200
SU5X14301162,39.48,70.3,162,4680
SU5X14301181,39.5,70.38,181,4260
SU5X14301202,39.55,70.67,202,4900
SU5X14301251,39.48,70.58,251,3960
SU5X14301270,39.42,70.45,270,4300
SU5X14301281,39.38,70.33,281,4000
SU5X14301327,39.33,70.05,327,5000
SU5X14301360,39.28,69.82,360,4240
SU5X14301405,39.3,69.52,405,4560
SU5X14301437,39.27,69.33,437,4400
SU5X14301504,39.2,68.8,504,4400
SU5X14301533,39.23,69.58,533,4180
SU5X14301536,39.27,69.65,536,4400
SU5X14301570,39.13,69.55,570,4400
SU5X14301580,39.08,69.15,580,4100
SU5X14301655,39,68.45,655,4140
SU5X14301668,38.95,68.38,668,4140
SU5X14301714,39.07,68.02,714,4000
SU5X14301732,39.15,68.17,732,4500
SU5X14301735,39.17,68.25,735,4300
SU5X14301737,39.17,68.28,737,4700
SU5X14301746,39.17,68.4,746,4260
SU5X14301750,39.15,68.33,750,4700
SU5X14302059,39.05,67.92,59,4160
SU5X14302082,39.02,67.78,82,3740
SU5X14302099,39,67.75,99,3980
SU5X14302104,39.02,67.7,104,3900
SU5X14303033,38.98,67.53,33,3840
SU5X14303041,38.87,67.53,41,4200
SU5X14304029,38.87,67.55,29,4040
SU5X14304087,38.98,67.97,87,4000
SU5X14304094,39.02,67.98,94,4200
SU5X14304162,38.87,68.23,162,4200
SU5X14304166,38.87,68.25,166,4276
SU5X14304199,38.93,68.43,199,4200
SU5X14304204,38.95,68.5,204,4280
SU5X14304211,38.95,68.53,211,4200
SU5X14305130,38.93,69.07,130,3920
SU5X14305177,39.03,69.53,177,4040
SU5X14305194,38.95,69.43,194,3940
SU5X14305226,38.98,69.65,226,3960
SU5X14305261,39,69.9,261,4100
SU5X14305262,38.98,69.9,262,3680
SU5X14306022,39.15,70.02,22,3800
SU5X14306027,39.18,70.06,27,4150
SU5X14306053,39.15,69.77,53,4080
SU5X14306060,39.15,69.74,60,4050
SU5X14306063,39.15,69.7,63,4150
SU5X14306066,39.25,69.72,66,4050
SU5X14306075,39.3,69.75,75,4250
SU5X14306083,39.28,69.85,83,4150
SU5X14306121,39.28,70.2,121,4200
SU5X14306179,39.28,70.38,179,4150
SU5X14306255,39.41,70.55,255,4320
SU5X14306274,39.42,70.65,274,4020
SU5X14306357,39.27,71.05,357,4000
SU5X14306404,39.5,71.28,CHAYNAK,4400
SU5X14306420,39.55,71.38,420,4700
SU5X14306449,39.55,71.43,449,4280
SU5X14306468,39.57,71.53,468,4300
SU5X14307027,39.68,71.7,27,4400
SU5X14307066,39.73,71.73,66,4600
SU5X14307078,39.7,71.87,78,4500
SU5X14307079,39.67,71.92,79,4100
SU5X14307083,39.75,72.55,83,4500
SU5X14307103,39.85,72.88,103,4600
SU5X14307140,39.38,73.17,140,4900
SU5X14307191,39.47,72.97,191,4500
SU5X14307241,39.28,72.18,241,5000
SU5X14308035,38.68,72.35,35,5500
SU5X14308036,38.67,72.35,36,5940
SU5X14308054,38.85,72.2,METEOROLOGICHESK,5900
SU5X14308093,39.05,72.18,93,6340
SU5X14308100,39.12,72.27,100,5820
SU5X14308153,39.35,72.05,153,4850
SU5X14308166,39.27,72.08,166,5500
SU5X14308191,39.28,72.43,191,4800
SU5X14308273,39.27,72.85,273,5840
SU5X14308374,39.13,72.65,374,5300
SU5X14308383,39.17,72.62,383,5400
SU5X14308549,38.82,72.9,549,5300
SU5X14308565,38.83,72.82,565,5460
SU5X14308587,38.88,72.7,587,5140
SU5X14308622,38.95,72.57,622,5100
SU5X14308677,39.12,72.27,677,5100
SU5X14308714,39.08,71.98,714,5900
SU5X14308740,39,71.88,740,5100
SU5X14308752,39.03,71.87,752,5300
SU5X14308756,39.05,71.83,756,4500
SU5X14308778,39,71.75,778,5300
SU5X14309007,38.921,70.59,No 7,4000
SU5X14309012,38.952,70.662,No 12,3650
SU5X14309015,38.952,70.662,No 15,3720
SU5X14309019,38.952,70.662,No 19,3950
SU5X14309020,38.952,70.662,No 20,3950
SU5X14309084,38.971,71.399,No 84,4100
SU5X14309132,38.854,71.222,No 132,4350
SU5X14309178,39.005,71.523,Devlokhan,5060
SU5X14309187,38.929,71.841,No 187,5200
SU5X14309266,38.804,72.023,No 266,4900
SU5X14309302,38.742,71.796,No 302,4850
SU5X14309304,38.742,71.796,No 304,4650
SU5X14309305,38.742,71.796,No 305,4700
SU5X14309393,38.637,71.593,No 393,4500
SU5X14309450,38.569,71.395,No 450,5140
SU5X14309455,38.528,71.457,No 455,4600
SU5X14309529,38.747,71.09,No 529,4350
SU5X14310026,38.48,70.55,26,4080
SU5X14310046,38.5,71.27,46,4700
SU5X14310080,38.4,71.33,80,5120
SU5X14311027,38.57,71.57,27,5700
SU5X14311073,38.68,71.9,73,4300
SU5X14311084,38.75,71.92,84,4650
SU5X14311094,38.73,72,94,4700
SU5X14311110,38.75,72.18,110,5300
SU5X14311195,38.5,71.93,195,5000
SU5X14311209,38.5,71.83,209,4500
SU5X14311218,38.45,71.8,218,4900
SU5X14312024,38.4,71.77,24,4300
SU5X14312054,38.5,72.03,54,4650
SU5X14312084,38.43,72.18,RAKZOU,5720
SU5X14312161,38.32,71.95,161,4600
SU5X14312167,38.33,71.92,167,5640
SU5X14312190,38.22,71.73,190,5490
SU5X14312204,38.08,71.7,204,5410
SU5X14313006,38.05,71.58,RUN-6,5000
SU5X14313086,38.26,72.15,VADINROV,4700
SU5X14313114,38.46,72.25,IAZGULEMDARA,6500
SU5X14313166,38.5,72.57,166,4500
SU5X14313196,38.55,72.67,196,4900
SU5X14313224,38.62,72.66,224,5200
SU5X14313229,38.65,72.62,229,5100
SU5X14313235,38.66,72.57,235,5300
SU5X14313247,38.61,72.44,247,5900
SU5X14313306,38.75,72.47,306,5480
SU5X14313310,38.75,72.53,310,5500
SU5X14313361,38.7,72.92,361,5100
SU5X14313362,38.7,72.9,362,5240
SU5X14313466,38.55,73.29,466,5440
SU5X14313602,38.16,72.42,602,5040
SU5X14313652,37.96,72.47,652,5100
SU5X14313712,37.96,72.32,712,5780
SU5X14313765,38.08,72.13,765,5250
SU5X14313766,38.01,72.13,766,5220
SU5X14313794,38,71.9,794,5300
SU5X14313800,37.91,72.16,800,5400
SU5X14313868,37.8,71.84,868,4900
SU5X14313875,37.85,71.82,875,5100
SU5X14314012,38.23,72.5,12,5000
SU5X14314024,38.18,72.58,24,5200
SU5X14314039,38.07,72.53,39,5580
SU5X14314044,38.03,72.57,44,5410
SU5X14314071,38.12,72.63,71,5600
SU5X14314077,38.15,72.72,77,5300
SU5X14314091,38.07,72.67,91,5340
SU5X14314129,38.07,72.82,129,5400
SU5X14314144,38.05,72.92,144,5430
SU5X14314145,38.05,72.92,145,5430
SU5X14314162,37.98,73.08,162,5300
SU5X14314175,37.97,73.18,175,5400
SU5X14314176,37.98,73.18,176,5300
SU5X14314183,38.02,73.15,183,5500
SU5X14314222,38.2,72.92,222,5500
SU5X14314226,38.2,72.97,226,5300
SU5X14314267,38.18,73.25,267,5800
SU5X14314275,38.18,73.13,275,5440
SU5X14314322,38.08,73.2,322,5400
SU5X14314324,38.07,73.2,324,5300
SU5X14314354,38.03,73.25,354,5300
SU5X14314380,37.92,73.32,380,5150
SU5X14314405,38.05,73.45,405,5770
SU5X14314438,37.97,73.42,438,5350
SU5X14314479,37.32,74.08,479,5250
SU5X14314480,37.32,74.08,480,5320
SU5X14314485,37.33,74.15,485,5500
SU5X14314527,37.3,74.88,527,5380
SU5X14314568,37.72,74.93,568,5100
SU5X14314570,37.75,74.95,570,5060
SU5X14314582,37.8,74.93,582,5340
SU5X14314586,38.02,74.87,586,5100
SU5X14314592,38.53,73.58,592,5140
SU5X14314644,38.38,73.85,644,5270
SU5X14314649,38.33,73.88,649,5000
SU5X14314662,38.22,73.75,662,5100
SU5X14314665,38.2,73.63,665,5420
SU5X14314671,38.25,73.58,671,4940
SU5X14314688,38.32,73.68,688,5000
SU5X14314690,38.32,73.65,690,5080
SU5X14314715,38.37,73.48,715,5280
SU5X14314747,38.42,73.33,747,5600
SU5X14315019,37.75,71.83,19,4900
SU5X14315034,37.82,72,34,4850
SU5X14315053,37.78,72.12,53,4650
SU5X14315109,37.83,72.35,109,5000
SU5X14315153,37.85,72.53,153,5300
SU5X14315206,37.88,72.75,206,4900
SU5X14315215,37.95,72.75,215,5300
SU5X14315227,38.02,72.83,227,5250
SU5X14315241,37.92,73.07,241,5400
SU5X14315310,37.6,73.58,310,5400
SU5X14315351,37.55,73.38,351,5200
SU5X14315353,37.57,73.37,353,5200
SU5X14315356,37.55,73.35,356,5250
SU5X14315411,37.63,72.63,411,4950
SU5X14315424,37.62,72.65,424,5200
SU5X14315510,37.6,72.2,510,5500
SU5X14315526,37.67,72.12,526,5000
SU5X14315553,37.57,72.17,553,5140
SU5X14315575,37.57,71.97,575,5100
SU5X14315597,37.57,71.85,597,4770
SU5X14315608,37.53,71.88,608,4700
SU5X14315628,37.4,71.87,628,4900
SU5X14315740,37.38,72.67,740,5320
SU5X14315752,37.23,72.65,752,5460
SU5X14315787,37.17,72.45,787,5840
SU5X14315808,37.1,72.27,808,5420
SU5X14315819,37.1,72.18,819,5620
SU5X14315826,37.08,72.15,826,4620
SU5X14316028,37.12,71.53,28,4800
SU5X14316077,36.88,71.7,77,4850
SU5X14316180,36.98,71.77,180,5600
SU5X14316181,37,71.77,181,5640
SU5X14316193,36.97,71.95,193,5600
SU5X14316200,37,72.05,200,5880
SU5X14316204,37.02,72.08,204,6130
SU5X14316248,37.08,72.4,248,5340
SU5X14316270,37.17,72.57,270,5720
SU5X14316331,37.42,73,331,4940
SU5X14316357,37.28,73.95,357,5420
SU5X14317097,38.45,73.53,97,5510
SU5X14317133,38.9,73.07,133,5360
SU5X14317158,38.97,73.03,158,5310
SU5X14317224,39.07,72.95,224,5150
SU5X14317243,39.03,72.88,VOLODARSKOGO,5560
SU5X14317275,39.32,73,OKTIABRSKII,6780
ID5A01600003,-4.086,137.202,Carstensz,4800
SU5X14318016,39.28,73.43,16,5230
SU5X14318076,39.43,73.38,76,4950
SU5X14319010,40.08,73.9,10,4310
SU5X14319045,40,73.75,45,4360
SU5X14319061,39.5,73.57,61,4640
SU5X14320008,38.02,71.47,8,4880
SU5X14320017,38.02,71.48,17,5100
SU5X14320041,37.75,71.82,41,4900
SU5Y15108019,50.273,90.091,No 19,3400
TF6C40301010,-49.563,69.468,de Bonne Pierre 1,1055
TF6C40303007,-49.361,69.02,Lamarck,975
TF6C40304018,-49.183,69.015,de la Table,690
TF6C40304036,-49.056,69.116,Flusin,940
TZ3D500A2002,-3.053,37.339,CREDNER,5850
UG3B410A4003,0.375,29.879,ELENA,4940
US2A00206046,69.283,-144.2,Keeler (Tugak?),2440
US2M00211003,48.767,-121.783,BOULDER,3260
US2M00284001,47.967,-121.333,CADET,2160
US2M00A21007,47.783,-123.65,HUMES,1920
US2M10432004,48.15,-120.8,ENTIAT,2100
US2N00201803,57,-132.333,LECONTE,3000
US2N00500629,61.32,-147.38,YALE,3600
AF5Q112C0241,35.183,69.637,ST.JOHN,4750
AR1I0111B014,-36.609,-70.431,DOMUYO    M,4200
AR1I0111B024,-36.567,-70.455,DOMUYO    V,3400
AR1I0111B067,-36.532,-70.465,DOMUYO L2,3000
AR1I0111B071,-36.522,-70.475,DOMUYO O2,2500
AR1I0111B097,-36.772,-70.471,DOMUYO N3,3000
AR1I0111B158,-36.616,-70.196,CHENQUE AF,3100
AR1I0112A021,-36.844,-71.047,APAREYOS B,1400
AR1I0112B008,-37.317,-71.07,QUANACOS G,2100
AR1I0133A006,-38.893,-71.366,MOQUEHUE F,1975
AR1I0133C014,-39.48,-71.287,MOGOTES A,1800
AR1I0133C021,-39.47,-71.269,PONOM D,1825
